adaptive,fixed
0.203650799987372,0.24865609998232685
0.16539550002198666,0.24623600000631995
0.1630689000012353,0.2508341999782715
0.1593523999908939,0.2573968000069726
0.16374230000656098,0.2577975000021979
0.1639625999960117,0.2687183999805711
0.16631820000475273,0.2634080999996513
0.17347189999418333,0.2628110000223387
0.16455290000885725,0.24933599997893907
0.16585600000689737,0.25400089999311604
0.1525236000015866,0.2502373000024818
0.1504502999887336,0.2509672000014689
0.1521911000018008,0.2490410000027623
0.1526857000135351,0.25310080000781454
0.15283969999291003,0.25295460000052117
0.15233969999826513,0.2516184000123758
0.15095330000622198,0.24971730000106618
0.15277109999442473,0.24684720000368543
0.14667220000410452,0.24829710001358762
0.1513658000039868,0.25523789998260327
0.15181740000844002,0.24698579998221248
0.1490013999864459,0.24721299999509938
0.1576626000169199,0.26011480001034215
0.15138949998072349,0.26240380000672303
0.15099919997737743,0.2726243999786675
0.15005110000493005,0.2659939999866765
0.1571676000021398,0.2677088000054937
0.146384300023783,0.2562446999945678
0.14678680000361055,0.2502859000233002
0.15209289998165332,0.259134299994912
0.15157620000536554,0.2513938000192866
0.15014770001289435,0.2521662000217475
0.15550709998933598,0.25405420002061874
0.14877850000630133,0.2530755999905523
0.14864749999833293,0.2522692999918945
0.15272120002191514,0.25245639999047853
0.150806299992837,0.2594546999898739
0.15055570000549778,0.25584080000407994
0.14883170000393875,0.25414370000362396
0.1513414999935776,0.24883090000366792
0.14820549997966737,0.24870889997691847
0.1510312000173144,0.25088889998733066
0.15331110000261106,0.2583483000053093
0.14954809998744167,0.26109359998372383
0.1475524999841582,0.2659427000035066
0.15053010001429357,0.262210499990033
0.15034960000775754,0.26153369998792186
0.14831440002308227,0.2510167000000365
0.15299820000655018,0.2563254999986384
0.15502639999613166,0.2518541000026744
0.15000349999172613,0.25193620001664385
0.15116199999465607,0.2495086000126321
0.1552836000046227,0.2533555000263732
0.14938550000078976,0.250800599984359
0.1499638999812305,0.24942949999240227
0.1600482999929227,0.255397200002335
0.1525279000052251,0.24671330000273883
0.14929419997497462,0.2540650999872014
0.15488259997800924,0.24640109998290427
0.15122479997808114,0.2553660999983549
0.14963759999955073,0.2509507999930065
0.15526309999404475,0.2521040999854449
0.15215379997971468,0.2575244000181556
0.14947530001518317,0.2607809000182897
0.1498221999790985,0.26970279999659397
0.15392949999659322,0.2611087999830488
0.1538431000080891,0.2624837000039406
0.14930659998208284,0.26303780000307597
0.15434720000484958,0.2583812999946531
0.1499337999848649,0.25438929998199455
0.14812359999632463,0.25248339999234304
0.15174590001697652,0.26431979998596944
0.1552168000198435,0.25514300001668744
0.1500825000111945,0.24803760001668707
0.14825360002578236,0.25487569998949766
0.14823579997755587,0.2509720000089146
0.15234519998193718,0.2521256000036374
0.15368320001289248,0.2525055999867618
0.15254239999921992,0.24698199998238124
0.16081169998506084,0.25122389997704886
0.14862699998775497,0.24850159999914467
0.15424040000652894,0.24928740001632832
0.15295770001830533,0.2603730999981053
0.15131399998790585,0.25923510000575334
0.15794069998082705,0.269175900000846
0.1552893999905791,0.2669221000105608
0.15213160001439974,0.2662245000246912
0.1545103999960702,0.253629999991972
0.1510571999824606,0.25151860000914894
0.14943570000468753,0.2492531999887433
0.14877130000968464,0.251915500004543
0.1497254999994766,0.24876099999528378
0.15049160001217388,0.2500564999936614
0.14929529998335056,0.24823269998887554
0.15531410000403412,0.24859630002174526
0.14898609998635948,0.2492478000058327
0.1515357000171207,0.25230540000484325
0.14938039999105968,0.24766400002408773
0.14786769999773242,0.24786550001590513
0.14857950000441633,0.24790180000127293
