fixed,adaptive
0.5924919000000001,0.2185985
0.6140207000000001,0.15832390000000002
0.5957459,0.1774433
0.6003347,0.2005992
0.6186522,0.1784511
0.5785552,0.20139220000000002
0.6008085000000001,0.17767370000000002
0.6340719,0.199795
0.5737031,0.17718830000000002
0.5931351,0.2018289
0.5948178000000001,0.17737440000000002
0.6056659000000001,0.1998707
0.6201745000000001,0.1769167
0.5908176,0.20727820000000002
0.6138913,0.17253290000000002
0.5999509000000001,0.2085565
0.5877244,0.16880520000000002
0.6244968000000001,0.2161124
0.592835,0.16703300000000001
0.5917219,0.2121538
0.626047,0.16391350000000002
0.5741682,0.22174970000000002
0.593387,0.16494930000000002
0.6505319,0.23266420000000002
0.5707073,0.1657945
0.5879651,0.17741430000000002
0.5838228000000001,0.20036400000000001
0.6113466000000001,0.1803971
0.5828202,0.2003917
0.5955512000000001,0.1798807
0.6137754000000001,0.2072015
0.5795055,0.17783870000000002
0.6065255,0.1989544
0.6248513,0.18202500000000002
0.572407,0.20052920000000002
0.5953116,0.1794384
0.6250097,0.2050152
0.5757979000000001,0.1734111
0.5946514,0.2116432
0.5857295,0.17530130000000002
0.6079668,0.2086403
0.5852173,0.1671842
0.5950825000000001,0.21174720000000002
0.6268087,0.16636890000000001
0.5781268,0.21350370000000002
0.6024660000000001,0.1635115
0.6188923000000001,0.21755100000000002
0.5726786,0.16510650000000002
0.5851408,0.1766048
0.6555717000000001,0.2047893
0.574801,0.1753876
0.5858567,0.2000753
0.6022356,0.1769964
0.6161062,0.1983148
0.5926695000000001,0.18120180000000002
0.5970025,0.20456210000000002
0.6068363,0.17790040000000001
0.5870428000000001,0.19923100000000002
0.5946265000000001,0.17679160000000002
0.6158428,0.206182
0.5819962000000001,0.1735566
0.5909244,0.210955
0.6283803,0.17054950000000002
0.5766255,0.20834850000000002
0.6029908,0.1685763
0.6300560000000001,0.2104232
0.5745487,0.16480430000000001
0.5984911,0.21384540000000002
0.5888745000000001,0.16192800000000002
0.6114299000000001,0.21625870000000003
0.5948471000000001,0.16438350000000002
0.5942119,0.22145350000000003
0.6181812,0.1568436
0.5784900000000001,0.17771530000000002
0.5885583000000001,0.20154760000000002
0.6234194000000001,0.18035510000000002
0.5766118,0.19666340000000002
0.6333164,0.1761117
0.6326523000000001,0.19711220000000002
0.5858262000000001,0.1764899
0.590821,0.20498560000000002
0.5848462,0.18434910000000002
0.6076467,0.2023387
0.5912731,0.17423370000000002
0.5865114,0.20259970000000002
0.6119687,0.171663
0.5972408,0.2087061
0.6056762,0.16729360000000001
0.628191,0.20963040000000002
0.5834712000000001,0.165883
0.5914403,0.21259180000000003
0.6295223000000001,0.16466850000000002
0.5828258000000001,0.21446120000000002
0.5883406,0.1611467
0.6272853,0.2177059
0.5887995,0.1564781
0.6124815,0.18447650000000002
0.5906737000000001,0.19974820000000001
0.6141621,0.1784553
0.5873998,0.19743270000000002
