adaptive,fixed
0.15268970001488924,0.26333359998534434
0.13468969997484237,0.24541850000969134
0.14102930002263747,0.24156110000330955
0.14013230000273325,0.23330469999928027
0.13615150001714937,0.24331760001950897
0.14342920001945458,0.24439649999840185
0.1420380999916233,0.24142529998789541
0.1389093000034336,0.2390190000005532
0.14189169998280704,0.24205599998822436
0.1371480999805499,0.2396938999881968
0.13462080000317656,0.2433964000083506
0.14853030000813305,0.24077650002436712
0.13826210002298467,0.24179430000367574
0.13718879999942146,0.24545359998592176
0.1419064000074286,0.23920949999592267
0.13401859998703003,0.2449917999911122
0.14380749998963438,0.240464400005294
0.13970730002620257,0.24445729999570176
0.1359490999893751,0.24600719998124987
0.14230479998514056,0.25672070001019165
0.13194510000175796,0.2566420999937691
0.1348162000067532,0.2497367000032682
0.1390135000110604,0.23806709999917075
0.13295500000822358,0.24514510002336465
0.14133549999678507,0.24742280002101324
0.14044630000717007,0.2396761999989394
0.13489790001767687,0.23897340000257827
0.14201879999018274,0.24243340000975877
0.13899340000352822,0.24079439998604357
0.13786849999451078,0.2409637999953702
0.14053139998577535,0.24232789999223314
0.13691530001233332,0.2423502999881748
0.13550110001233406,0.23717059998307377
0.14147860000957735,0.24014740000711754
0.13795820000814274,0.2394810999976471
0.14277019997825846,0.23302779998630285
0.1471455999999307,0.24078110000118613
0.13880749998497777,0.245810899999924
0.14169950000359677,0.2625726999831386
0.1409984999918379,0.2539317999908235
0.13781549999839626,0.25130649999482557
0.14059029999771155,0.24576049999450333
0.13950580000528134,0.2447937999968417
0.14036430002306588,0.24738179999985732
0.14040959998965263,0.24059060000581667
0.13563890001387335,0.24090810000780039
0.13640269997995347,0.24179309999453835
0.14024170002085157,0.24164250001194887
0.13615350000327453,0.2384895000141114
0.14048949998687021,0.23828479999792762
0.1412312999891583,0.23695239998050965
0.13703509999322705,0.24684539998997934
0.13970480000716634,0.24006509999162517
0.14203379998798482,0.23933229999965988
0.13625490001868457,0.24287049999111332
0.14252589998068288,0.2413663000043016
0.13444080000044778,0.2376368000113871
0.1349884999799542,0.2398059999977704
0.13974919999600388,0.24794559998554178
0.1358399000018835,0.25079920000280254
0.1399282999918796,0.25308990001212806
0.14198899999610148,0.26324830000521615
0.14023310001357459,0.24675369999022223
0.1488404999836348,0.24206550000235438
0.14260120000108145,0.24150529998587444
0.13873249999596737,0.23985369998263195
0.14141019998351112,0.23634070000844076
0.1416898999887053,0.24325519998092204
0.1391457999998238,0.24249200001941063
0.1433651999977883,0.24652040001819842
0.13576170001761056,0.24137010000413284
0.14135459999670275,0.24185139997280203
0.14179449999937788,0.24328180000884458
0.1386591999907978,0.23962129998835735
0.13642679998883978,0.2416275999858044
0.14146280000568368,0.24020139998174272
0.14111110000521876,0.24371249999967404
0.13991349999560043,0.24053080001613125
0.14370340001187287,0.24246300000231713
0.13719350000610575,0.250951800000621
0.14258719998179004,0.25276159998611547
0.1417776999878697,0.2592892000102438
0.13594210002338514,0.25280080002266914
0.14328869999735616,0.2410356999898795
0.1454292999987956,0.2473245000001043
0.13451430000714026,0.24281550000887364
0.14334940002299845,0.23825299998861738
0.13677719997940585,0.24196019998635165
0.13776670000515878,0.23953120000078343
0.13995599999907427,0.23936740000499412
0.13587669999105856,0.24204810001538135
0.1420959000242874,0.24069869998493232
0.13714500001515262,0.23993549999431707
0.13470679998863488,0.238196100021014
0.13734149999800138,0.2426471000071615
0.1424573000113014,0.2405148999823723
0.1341960999998264,0.2439582000079099
0.1484338000009302,0.24118119999184273
0.1451150999928359,0.2393236999923829
0.1374294999986887,0.24683039999217726
