adaptive,fixed
0.1863125000090804,0.24421939998865128
0.1488866000145208,0.2410723000066355
0.1452741000102833,0.23877379999612458
0.13942900000256486,0.2529873999883421
0.14958220001426525,0.2606435000197962
0.14490360001218505,0.2550393000128679
0.14398809999693185,0.24742679999326356
0.14689630002249032,0.24369050000677817
0.14695660001598299,0.24791479998384602
0.14466420002281666,0.24673339998116717
0.14641399998799898,0.23982610000530258
0.1475133000058122,0.23857819999102503
0.14687910000793636,0.2416949000034947
0.14610409998567775,0.24469339998904616
0.14964920000056736,0.24279350001597777
0.14976500000921078,0.2420080999727361
0.14833879997604527,0.24097929999697953
0.14426760000060312,0.24087720000534318
0.14344009998603724,0.24002470000414178
0.14819730000454,0.24008009998942725
0.14337879998493008,0.237400100013474
0.13285999998333864,0.25517299998318776
0.13840049999998882,0.2531590999860782
0.13122380001004785,0.24911730000167154
0.13422449998324737,0.24525630002608523
0.13855010000406764,0.25438080000458285
0.13275670001166873,0.24446119999629445
0.1376270999899134,0.24398210001527332
0.13817890000063926,0.2391834000009112
0.1356392000161577,0.2385591999918688
0.13583770001423545,0.23968099997728132
0.13304519999655895,0.2503817999968305
0.13529120001476258,0.2457202000077814
0.13890140000148676,0.23739409999689087
0.131820799986599,0.24354029999813065
0.14486380000016652,0.23654349998105317
0.13482559999101795,0.23917049998999573
0.13303739999537356,0.2413012000033632
0.13988659999449737,0.24286939998273738
0.13956719997804612,0.24281139997765422
0.13458069998887368,0.24232439999468625
0.13748330000089481,0.24660359998233616
0.1353512000059709,0.2504491000145208
0.1334082999965176,0.25496940000448376
0.14099030001671053,0.259947699989425
0.1359412000165321,0.25466430000960827
0.13899919998948462,0.24157620000187308
0.1390413999906741,0.24762270000064746
0.13589000000501983,0.24111500001163222
0.1395765999914147,0.2462060000107158
0.1366713999886997,0.24376139999367297
0.13381780000054277,0.24343549998593517
0.13830739998957142,0.2456213999830652
0.133713599992916,0.24071720000938512
0.13779710000380874,0.24676919999183156
0.1373858000151813,0.24287979997461662
0.13314510000054725,0.24243240000214428
0.13700560000143014,0.24483010001131333
0.13878209999529645,0.23622039999463595
0.13092249998589978,0.24017039997852407
0.13659609999740496,0.24232319998554885
0.1362698000157252,0.25290819999645464
0.13784340000711381,0.26224399998318404
0.13749140000436455,0.2504007000243291
0.1312511000141967,0.24180749998777173
0.13644520001253113,0.2472911000077147
0.13607449998380616,0.24547230001189746
0.13405739999143407,0.2484507000190206
0.13606800002162345,0.2448918000154663
0.1324513999861665,0.24352200000430457
0.13366120000137016,0.24305489999824204
0.13642540000728332,0.23999360000016168
0.13275370001792908,0.24526850000256673
0.13788389999535866,0.24123249997501262
0.13534760000766255,0.242086999991443
0.13408229997730814,0.24012709999806248
0.13635700001032092,0.2436128999979701
0.13470490000327118,0.23763529999996535
0.13875710000866093,0.2434730000095442
0.14102989999810234,0.24135299999034032
0.13717679999535903,0.24270050000632182
0.13743410000461154,0.24654439999721944
0.13528410001890734,0.25169359997380525
0.14064670001971535,0.2596405000076629
0.14041039999574423,0.2571313999942504
0.1371616999967955,0.25496900000143796
0.1328825000091456,0.24820000000181608
0.1370392999961041,0.2491316000232473
0.13040340002044104,0.24591259998851456
0.1375799000088591,0.23839630000293255
0.14206410001497716,0.24561569999787025
0.13394500000867993,0.24459690001094714
0.13738659999216907,0.2424841000174638
0.1377920999948401,0.24673349998192862
0.13409469998441637,0.24179289999301545
0.1387224999780301,0.2434855999890715
0.1324216999928467,0.24357369999052025
0.1346884999948088,0.24548329997924156
0.13609009998617694,0.24182210001163185
0.13069309998536482,0.2420783000125084
